,Title,type_area,value_area,status,floor,transaction,furnishing,facing,price,price_sqft,description
3275,"3 BHK Apartment for Sale in EWS II Koteshwar 60, Koteshwar Ahmedabad",Carpet Area,1560 sqft,Poss. by Dec '24,12 out of 12,Resale,Unfurnished,East,₹1.15 Cr ,"₹4,331 per sqft ","Brand  New 3 Bhk Ultra Spacious Apartment 295   sq. yd. areaApartment With 1Spacious Balconies Society with Basic Amenities like Security personnel, Park with Childrens play area , Lifts , Alloted parking  Visitor parking , 24hr Water supply , Gas connection , Fire Fighting Systems , Abundant Greenery and landscaping , Senior citizen sitting area Good connectivity to Podar International School, Sakar School , Motera Stadium International Airport, Sms Hospital, Tapovan Circle , Market, 4D mall, Multiplex, Agora mallRead more"
3276,"3 BHK Apartment for Sale in Belvedere Godrej Garden city, Sarkhej Gandhinagar Highway Ahmedabad",Super Area,2253 sqft,Ready to Move,9 out of 12,Resale,Unfurnished,North - East,₹1.10 Cr ,"₹4,882 per sqft ","This is 4bhk Flat with Servant Room Available for sell qt Belvedere, Godrej Garden CityRead more"
3277,"4 BHK Apartment for Sale in Riviera Prestige, Gokul Nagar Makarba Ahmedabad",Carpet Area,2095 sqft,Poss. by Mar '26,5 out of 18,New Property,Unfurnished,Riviera Prestige,₹1.98 Cr ,"₹5,500 per sqft ",
3278,5 BHK Penthouse for Sale in Judges Bunglow Road Ahmedabad,Carpet Area,1900 sqft,Ready to Move,4 out of 4,Resale,Furnished,Garden/Park,₹2.25 Cr ,"₹8,333 per sqft ","It's a beautiful Penthouse with Library, Activity room and a big terrace garden, powered with solarRead more"
3279,"3 BHK Apartment for Sale in Swati Chrysantha, Shela Ahmedabad",Carpet Area,815 sqft,Ready to Move,12 out of 14,Resale,Furnished,Swati Chrysantha,₹1.05 Cr ,"₹7,317 per sqft ",
3280,"3 BHK Apartment for Sale in Gala Gardenia, South Bopal, Bopal Ahmedabad",Super Area,2040 sqft,Ready to Move,7 out of 12,Resale,Unfurnished,East,₹1.20 Cr ,"₹5,882 per sqft ",3 BHK 2040 Sq. Feet big size flat on sale in gala gardenia this is located in south bopal main road there have all modern and basic amenities in and aroundRead more
3281,"4 BHK Apartment for Sale in Goyal Intercity, Memnagar Ahmedabad",Carpet Area,1900 sqft,Ready to Move,Ground out of 10,Resale,Unfurnished,East,₹1.05 Cr ,"₹4,200 per sqft ",4 Bhk Semi Furnished  ground floor Flat Big Size Flat On Sale
3282,3 BHK Apartment for Sale in Ellisbridge Ahmedabad,Carpet Area,1250 sqft,Ready to Move,1 out of 4,Resale,Furnished,West,₹1.50 Cr ,"₹7,407 per sqft ","fully furnished with all equipment , peace location ,"
3283,4 BHK Apartment for Sale in Nikol Ahmedabad,Carpet Area,3238 sqft,Ready to Move,Resale,Semi-Furnished,"Garden/Park, Pool, Main Road","1 Covered,",₹2.16 Cr ,"₹4,669 per sqft ",
3284,"3 BHK Apartment for Sale in South Bopal, Bopal Ahmedabad",Carpet Area,1022 sqft,Ready to Move,Resale,Furnished,West,"Garden/Park, Pool, Main Road",₹1.30 Cr ,"₹8,904 per sqft ","Discover the epitome of modern living with this inviting 2 BHK flat for sale in the prestigious SPG Evans, located in the sought-after neighborhood of South Bopal, Ahmedabad. Boasting Vaastu compliance and facing the serene West direction, this residence offers a harmonious blend of comfort, convenience, and positive energy.Property Specifications Spanning across a sprawling carpet area of 900 square feet, this residence is situated on the 2nd floor of a towering edifice boasting 13 floors, offering breathtaking views of the surrounding landscape. Step into a haven of comfort and elegance, where every detail has been meticulously curated to cater to your discerning taste. The apartment comes fully furnished with an array of amenities, including air conditioning, a cozy sofa, sumptuous beds, spacious wardrobes, ambient lighting, ceiling fans, and geysers in both bathrooms, ensuring a blissful living experience.This 2 BHK flat features two bedrooms and two bathrooms, with one attached to a bedroom and the other serving as a common facility. Both bathrooms are equipped with modern western fittings and include geysers for hot water supply, ensuring comfort and convenience for residents. Revel in the luxury of three balconies, with two attached to the bedrooms and one to the hall, offering panoramic views of the bustling road below and complemented by a charming terrace garden, perfect for unwinding amidst lush greenery.The residence further impresses with separate living and dining areas, providing ample space for relaxation and entertainment, along with a dedicated pooja room for moments of spiritual reflection. The modular kitchen, complete with a chimney and piped gas connection, is a chefs delight, while the utility area attached to the kitchen adds to the convenience of daily chores. Premium vitrified flooring adds a touch of sophistication to the interiors, elevating the ambiance of the home. Facilities Parking is a breeze with two covered parking spaces provided, ensuring the safety and security of your vehicles at all times. Enjoy a host of world-class amenities within the premises, including rainwater harvesting, a clubhouse, swimming pool, gymnasium, and park, promising endless opportunities for leisure and recreation. Additional facilities such as reserved parking, water storage, private terracegarden, servicegoods lift, air conditioning, visitor parking, intercom facility, maintenance staff, waste disposal, laundry service, DTH television facility, RO water system, banquet hall, barlounge, cafeteriafood court, and conference room.Locality Convenience extends beyond the confines of your home, with renowned landmarks such as Apollo International School, along with schools, hospitals, malls, supermarkets, banks, and ATMs, all within proximity. Public transportation is easily accessible, further enhancing connectivity to the city and beyond.Read more"
3285,3 BHK Apartment for Sale in Sola Ahmedabad,Carpet Area,1291 sqft,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",₹1.50 Cr ,"₹8,130 per sqft ","Step into luxurious living with this exquisite 3 BHK flat for sale at Shafalya Aurum Sky, located in the prestigious area of Sola, Ahmedabad. Property Specifications Indulge in luxury living with this fully furnished 3 BHK flat situated on the top floor of a 7-story building at Shafalya Aurum Sky. With a carpet area of 205 square yards, this apartment offers a spacious and comfortable living space. The flat comes complete with essential furniture including wardrobes, lights, and fans. It features three bedrooms and three bathrooms, with two attached bathrooms and one common bathroom. All bathrooms are western-style and equipped with geysers for your convenience. Enjoy the luxury of a balcony attached to the hall, offering a picturesque view of the surroundings. The property also includes a separate living and dining area, perfect for entertaining guests or relaxing with family. Additionally, a store room provides extra storage space. The modular kitchen is equipped with a chimney and piped gas connection, ensuring a hassle-free cooking experience. A utility area attached to the kitchen adds to the convenience. The flooring is done in vitrified tiles, adding a touch of elegance to the interiors. This property is Vaastu compliant, promising a harmonious living environment. Enjoy the benefits of an east-facing orientation, ensuring ample natural light and a pleasant ambiance throughout the day. Facilities This apartment complex offers covered parking. The property is equipped with corporation water supply, ensuring an uninterrupted water supply for residents. Residents can enjoy 100 power backup, ensuring essential services are not disrupted during power outages. The presence of a security guard and CCTV cameras enhances the safety measures of the building. Additionally, two lifts are available for the convenience of residents. Amenities such as a clubhouse, gym, and community hall are also provided, offering residents opportunities for recreation and social gatherings. Locality Located near the prominent landmark of Shine City, this apartment enjoys a prime location with easy access to essential amenities. Schools and hospitals are conveniently located within a kilometer, ensuring quick access to education and healthcare facilities. Residents have access to malls, supermarkets, banks ATMs, and public transport options nearby, providing convenience for daily needs and commutes. With such a strategic location, this apartment offers a comfortable and convenient lifestyle for its residents.Read more"
3286,"3 BHK Apartment for Sale in Suncity Apartments, Bopal Ahmedabad",Carpet Area,1900 sqft,Ready to Move,3 out of 5,Resale,Semi-Furnished,East,₹1.40 Cr ,"₹4,000 per sqft ",3bhk big size 1900sq ft flat available for sell this project is going in redevelopment in short timeRead more
3287,3 BHK Apartment for Sale in Hiradhan City Ahmedabad,Carpet Area,1134 sqft,Ready to Move,9 out of 10,Resale,Furnished,East,₹1.05 Cr ,"₹5,556 per sqft ","this property is good and healthy for living, peaceful society and peoples are friendly.Read more"
3288,3 BHK Apartment for Sale in tp 44 chandkheda Ahmedabad,Carpet Area,140 sqft,Ready to Move,4 out of 8,Resale,Furnished,East,₹1.25 Cr ,"₹6,313 per sqft ",3 bhk flat for sell tp 44 luxurious flat good location and good locality 24 hrs water and security cctv camera play area gas line car parking available main roadRead more
3289,3 BHK Apartment for Sale in Sarkhej Gandhinagar Highway Ahmedabad,Carpet Area,1260 sqft,Ready to Move,Resale,Furnished,"Garden/Park, Pool, Main Road","1 Covered,",₹98 Lac ,"₹5,444 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
3290,3 BHK Apartment for Sale in Makarba Ahmedabad,Carpet Area,1015 sqft,Ready to Move,Resale,Furnished,East,Garden/Park,₹1.11 Cr ,"₹7,655 per sqft ","Discover the epitome of modern living with this exquisite 3 BHK flat for sale in Satyadeep Heights, Makarba, Ahmedabad. Offering contemporary amenities and an ideal location, this residence presents an excellent opportunity for those seeking a comfortable and stylish lifestyle in Ahmedabad.Property SpecificationsExquisitely designed, this 3 BHK flat is located on the 8th floor of a 15-storey building, offering a blend of luxury and comfort. Spanning across a super built-up area of 1450 sqft, this east-west facing abode is Vaastu compliant and comes fully furnished with premium amenities.Featuring three spacious bedrooms and three western-style bathrooms two attached and one common, this residence ensures convenience and privacy. One balcony attached to the hall offers serene garden views, creating a tranquil ambiance. The separate living and dining areas provide ample space for relaxation and entertainment, while the modular kitchen comes equipped with a chimney and piped gas connection.Furnished with modern essentials including a sofa, bed, wardrobes, dining table, and kitchen cabinetry, this flat is adorned with vitrified flooring, enhancing its appeal. FacilitiesResidents can enjoy open parking, 100 power backup, round-the-clock security with CCTVs, and the convenience of two lifts in the building. The complex offers a range of recreational amenities including a swimming pool, gymnasium, indoor games room, and meditation area, ensuring a holistic living experience. LocalitySituated near prominent landmarks such as Vodafone House, this residence is only a kilometre away from schools and hospitals whereas malls, supermarkets, banks and ATMs are close by. With public transport facilities nearby and Vastrapur Railway Station just 1 km away, commuting is hassle-free.Read more"
3291,3 BHK Apartment for Sale in Satellite Ahmedabad,Carpet Area,2100 sqft,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Pool, Main Road",₹2.50 Cr ,"₹8,333 per sqft ","Presenting a remarkable opportunity to own a vaastu-compliant 3 BHK Penthouse in the sought-after area of Satellite, Ahmedabad. This luxurious property offers an exquisite living experience, embodying modern aesthetics and thoughtful design. ::::::::::::Property Specifications::::::::::::::Perfectly situated on the 5th floor, this completely roofed penthouse boasts an expansive terrace with a large sitout, providing an ideal space to unwind and enjoy the panoramic views of the surroundings. Spanning an impressive carpet area of 2400 sqft, this penthouse is generously furnished, including all essential electronic items. The interiors feature vitrified flooring, creating a seamless and elegant ambiance. ::::::::::::Each of the 3 bedrooms is equipped with beds and wardrobes, complemented by attached western-style bathrooms. The penthouse also includes a balcony shared by two bedrooms, a living cum dining area, and an additional family room for added comfort.::::::::::::The kitchen is a masterpiece with modern conveniences, offering a modular setup, chimney, and a piped gas connection. Geyser-equipped bathrooms, along with 6KW solar panels, further enhance the property's energy efficiency and sustainability. A utility area attached to the kitchen adds to the convenience and functionality of this splendid penthouse.::::::::::::Facilities::::::::::::::This penthouse ensures a lifestyle of convenience and luxury with covered parking, 24-hour water supply, and 100% power backup. Security is paramount, with a dedicated guard, CCTV installations, and secure lifts ensuring a safe and secure living environment. The society also features a range of amenities, including a gym, swimming pool, clubhouse, garden, kids play area, and a senior citizen sitout, providing residents with a holistic living experience.::::::::::::Locality::::::::::::::::::::::::Conveniently located, this penthouse is surrounded by essential facilities and services. Hospitals within 400 to 500 meters, malls within 600 to 700 meters, and close proximity to banks and ATMs ensure that all daily needs are met with ease. Public transport is readily available, and the railway station is just 1.5 km away, providing excellent connectivity. Additionally, the metro station is conveniently located at 3 km, making commuting a breeze for residents of this prestigious penthouse in Satellite, Ahmedabad.Read more"
